Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Age,embryo,Genotype,source_name,tissue
SRR6462773,RNA-Seq,43,91491487,PRJNA429574,SAMN08350960,107490725,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3552977,GSM2931030,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2931030,SRP128877,,,,,
SRR6462795,RNA-Seq,43,64997940,PRJNA429574,SAMN08350932,76970789,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3552999,GSM2931052,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2931052,SRP128877,embryonic day 6.5,embryo 29,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462796,RNA-Seq,43,70057836,PRJNA429574,SAMN08350931,82712536,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX3553000,GSM2931053,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2931053,SRP128877,embryonic day 6.5,embryo 29,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462815,RNA-Seq,43,25547848,PRJNA429574,SAMN08350912,30270085,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3553019,GSM2931072,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2931072,SRP128877,embryonic day 6.5,embryo 29,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462830,RNA-Seq,43,112876075,PRJNA429574,SAMN08350869,132423865,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3553034,GSM2931087,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2931087,SRP128877,embryonic day 6.5,embryo 29,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462851,RNA-Seq,43,41860199,PRJNA429574,SAMN08350816,51142324,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3553055,GSM2931108,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2931108,SRP128877,embryonic day 6.5,embryo 29,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462854,RNA-Seq,43,67218503,PRJNA429574,SAMN08350813,79143606,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX3553058,GSM2931111,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2931111,SRP128877,embryonic day 6.5,embryo 29,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462894,RNA-Seq,43,44721032,PRJNA429574,SAMN08350829,52830814,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX3553098,GSM2931151,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2931151,SRP128877,embryonic day 6.5,embryo 29,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462902,RNA-Seq,43,78702212,PRJNA429574,SAMN08350821,95045051,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3553106,GSM2931159,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2931159,SRP128877,embryonic day 6.5,embryo 29,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461197,RNA-Seq,43,303103775,PRJNA429574,SAMN08349339,327287483,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3551401,GSM2929454,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929454,SRP128877,embryonic day 5.25,embryo 7,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461207,RNA-Seq,43,129314975,PRJNA429574,SAMN08349349,138217975,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3551411,GSM2929464,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929464,SRP128877,embryonic day 5.25,embryo 7,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461257,RNA-Seq,43,35717305,PRJNA429574,SAMN08349303,26446222,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3551461,GSM2929514,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929514,SRP128877,,,,,
SRR6461262,RNA-Seq,43,90631573,PRJNA429574,SAMN08349296,66384762,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3551466,GSM2929519,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929519,SRP128877,,,,,
SRR6461265,RNA-Seq,43,29499591,PRJNA429574,SAMN08349300,26415474,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3551469,GSM2929522,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929522,SRP128877,embryonic day 5.25,embryo 18,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461270,RNA-Seq,43,120410320,PRJNA429574,SAMN08349317,87533313,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3551474,GSM2929527,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929527,SRP128877,embryonic day 5.25,embryo 18,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461284,RNA-Seq,43,141941710,PRJNA429574,SAMN08349381,111677244,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3551488,GSM2929541,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929541,SRP128877,embryonic day 5.25,embryo 18,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461303,RNA-Seq,43,107170104,PRJNA429574,SAMN08349405,77624539,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3551507,GSM2929560,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929560,SRP128877,embryonic day 5.25,embryo 18,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461304,RNA-Seq,43,130873510,PRJNA429574,SAMN08349404,94155526,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3551508,GSM2929561,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929561,SRP128877,embryonic day 5.25,embryo 18,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461367,RNA-Seq,43,96629514,PRJNA429574,SAMN08349855,98822712,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3551571,GSM2929624,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929624,SRP128877,embryonic day 5.25,embryo 3,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461370,RNA-Seq,43,61595737,PRJNA429574,SAMN08349848,43920775,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3551574,GSM2929627,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929627,SRP128877,embryonic day 5.25,embryo 19,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461406,RNA-Seq,43,224178995,PRJNA429574,SAMN08349730,165088631,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3551610,GSM2929663,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929663,SRP128877,embryonic day 5.25,embryo 19,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461421,RNA-Seq,43,86473860,PRJNA429574,SAMN08349832,63159398,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3551625,GSM2929678,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929678,SRP128877,embryonic day 5.25,embryo 17,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461424,RNA-Seq,43,100136293,PRJNA429574,SAMN08349829,72762013,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3551628,GSM2929681,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929681,SRP128877,embryonic day 5.25,embryo 17,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461435,RNA-Seq,43,85887383,PRJNA429574,SAMN08349818,63091074,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3551639,GSM2929692,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929692,SRP128877,embryonic day 5.25,embryo 17,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461466,RNA-Seq,43,75632442,PRJNA429574,SAMN08349760,55525629,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3551670,GSM2929723,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929723,SRP128877,embryonic day 5.25,embryo 17,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461470,RNA-Seq,43,57512113,PRJNA429574,SAMN08349756,42679180,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3551674,GSM2929727,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929727,SRP128877,embryonic day 5.25,embryo 17,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461486,RNA-Seq,43,72201300,PRJNA429574,SAMN08349568,50630255,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3551690,GSM2929743,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929743,SRP128877,embryonic day 5.25,embryo 20,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461512,RNA-Seq,43,75667358,PRJNA429574,SAMN08349792,53169191,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3551716,GSM2929769,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929769,SRP128877,embryonic day 5.25,embryo 20,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461538,RNA-Seq,43,86429097,PRJNA429574,SAMN08349713,87819985,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3551742,GSM2929795,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929795,SRP128877,embryonic day 5.5,embryo 15,C57BL/6J (F) x CAST/EiJ (M),Embryo,Embryo
SRR6461560,RNA-Seq,43,61901252,PRJNA429574,SAMN08349636,70423278,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3551764,GSM2929817,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929817,SRP128877,embryonic day 5.5,embryo 2,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461587,RNA-Seq,43,173888646,PRJNA429574,SAMN08349708,175805834,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3551791,GSM2929844,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929844,SRP128877,embryonic day 5.5,embryo 2,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461597,RNA-Seq,43,86604236,PRJNA429574,SAMN08349698,61364107,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3551801,GSM2929854,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929854,SRP128877,embryonic day 5.5,embryo 11,C57BL/6J (F) x CAST/EiJ (M),Embryo,Embryo
SRR6461604,RNA-Seq,43,114709380,PRJNA429574,SAMN08349691,80255112,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3551808,GSM2929861,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929861,SRP128877,embryonic day 5.5,embryo 21,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461636,RNA-Seq,43,91934860,PRJNA429574,SAMN08349518,64850275,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3551840,GSM2929893,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929893,SRP128877,embryonic day 5.5,embryo 21,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461672,RNA-Seq,43,125085796,PRJNA429574,SAMN08349468,86617223,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3551876,GSM2929929,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929929,SRP128877,embryonic day 5.5,embryo 22,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461730,RNA-Seq,43,1126526642,PRJNA429574,SAMN08349492,974690205,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3551934,GSM2929987,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929987,SRP128877,embryonic day 5.5,embryo 11,C57BL/6J (F) x CAST/EiJ (M),Embryo,Embryo
SRR6461735,RNA-Seq,43,505772837,PRJNA429574,SAMN08349487,478304774,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3551939,GSM2929992,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929992,SRP128877,embryonic day 5.5,embryo 11,C57BL/6J (F) x CAST/EiJ (M),Embryo,Embryo
SRR6461738,RNA-Seq,43,24074926,PRJNA429574,SAMN08349484,24864441,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3551942,GSM2929995,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929995,SRP128877,embryonic day 5.5,embryo 13,C57BL/6J (F) x CAST/EiJ (M),Embryo,Embryo
SRR6461774,RNA-Seq,43,64691221,PRJNA429574,SAMN08349998,69550009,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3551978,GSM2930031,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930031,SRP128877,embryonic day 5.5,embryo 13,C57BL/6J (F) x CAST/EiJ (M),Embryo,Embryo
SRR6461775,RNA-Seq,43,58771325,PRJNA429574,SAMN08349513,60124594,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3551979,GSM2930032,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930032,SRP128877,embryonic day 5.5,embryo 13,C57BL/6J (F) x CAST/EiJ (M),Embryo,Embryo
SRR6461782,RNA-Seq,43,338355347,PRJNA429574,SAMN08349992,326578031,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3551986,GSM2930039,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930039,SRP128877,embryonic day 5.5,embryo 13,C57BL/6J (F) x CAST/EiJ (M),Embryo,Embryo
SRR6461789,RNA-Seq,43,24517138,PRJNA429574,SAMN08349985,27205192,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3551993,GSM2930046,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930046,SRP128877,embryonic day 6.25,embryo 4,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461793,RNA-Seq,43,358427016,PRJNA429574,SAMN08349981,368916897,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3551997,GSM2930050,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930050,SRP128877,embryonic day 6.25,embryo 4,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461232,RNA-Seq,43,121444040,PRJNA429574,SAMN08349368,132703437,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3551436,GSM2929489,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929489,SRP128877,embryonic day 5.25,embryo 7,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461251,RNA-Seq,43,27582995,PRJNA429574,SAMN08349309,20402943,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3551455,GSM2929508,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929508,SRP128877,embryonic day 5.25,embryo 18,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461277,RNA-Seq,43,215482589,PRJNA429574,SAMN08349314,152361649,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3551481,GSM2929534,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929534,SRP128877,embryonic day 5.25,embryo 18,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461290,RNA-Seq,43,137864880,PRJNA429574,SAMN08349373,99617888,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3551494,GSM2929547,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929547,SRP128877,embryonic day 5.25,embryo 18,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461316,RNA-Seq,43,30359505,PRJNA429574,SAMN08349392,33277959,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX3551520,GSM2929573,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929573,SRP128877,embryonic day 5.25,embryo 3,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461375,RNA-Seq,43,193237528,PRJNA429574,SAMN08349847,132501597,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX3551579,GSM2929632,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929632,SRP128877,embryonic day 5.25,embryo 19,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461377,RNA-Seq,43,94552786,PRJNA429574,SAMN08349845,67388687,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX3551581,GSM2929634,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929634,SRP128877,embryonic day 5.25,embryo 19,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461380,RNA-Seq,43,195253583,PRJNA429574,SAMN08349842,133641920,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX3551584,GSM2929637,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929637,SRP128877,embryonic day 5.25,embryo 19,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461394,RNA-Seq,43,264435122,PRJNA429574,SAMN08349742,178307324,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX3551598,GSM2929651,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929651,SRP128877,embryonic day 5.25,embryo 19,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461397,RNA-Seq,43,171054860,PRJNA429574,SAMN08349739,118001753,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX3551601,GSM2929654,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929654,SRP128877,embryonic day 5.25,embryo 19,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461399,RNA-Seq,43,287342985,PRJNA429574,SAMN08349734,192724736,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX3551603,GSM2929656,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929656,SRP128877,embryonic day 5.25,embryo 19,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461407,RNA-Seq,43,143070116,PRJNA429574,SAMN08349729,103029650,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3551611,GSM2929664,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929664,SRP128877,embryonic day 5.25,embryo 17,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461429,RNA-Seq,43,38409836,PRJNA429574,SAMN08349824,28573772,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX3551633,GSM2929686,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929686,SRP128877,embryonic day 5.25,embryo 17,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461454,RNA-Seq,43,210644186,PRJNA429574,SAMN08349674,149957427,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3551658,GSM2929711,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929711,SRP128877,embryonic day 5.25,embryo 17,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461467,RNA-Seq,43,74584274,PRJNA429574,SAMN08349759,54629182,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3551671,GSM2929724,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929724,SRP128877,embryonic day 5.25,embryo 17,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461525,RNA-Seq,43,358203330,PRJNA429574,SAMN08349779,343266480,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX3551729,GSM2929782,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929782,SRP128877,embryonic day 5.5,embryo 15,C57BL/6J (F) x CAST/EiJ (M),Embryo,Embryo
SRR6461532,RNA-Seq,43,125386452,PRJNA429574,SAMN08349719,125941259,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX3551736,GSM2929789,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929789,SRP128877,embryonic day 5.5,embryo 15,C57BL/6J (F) x CAST/EiJ (M),Embryo,Embryo
