Accession	Title	Sample Type	Taxonomy	Channels	Platform	Series	Supplementary Types	Supplementary Links	SRA Accession	Contact	Release Date
GSM2929922	"Mouse embryo cell EB_1476"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551869"	SRX3551869	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929923	"Mouse embryo cell EB_1478"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551870"	SRX3551870	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929924	"Mouse embryo cell EB_1479"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551871"	SRX3551871	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929925	"Mouse embryo cell EB_1480"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551872"	SRX3551872	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929926	"Mouse embryo cell EB_1481"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551873"	SRX3551873	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929927	"Mouse embryo cell EB_1482"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551874"	SRX3551874	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929928	"Mouse embryo cell EB_1483"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551875"	SRX3551875	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929929	"Mouse embryo cell EB_1484"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551876"	SRX3551876	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929930	"Mouse embryo cell EB_1485"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551877"	SRX3551877	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929931	"Mouse embryo cell EB_1486"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551878"	SRX3551878	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929932	"Mouse embryo cell EB_1487"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551879"	SRX3551879	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929933	"Mouse embryo cell EB_1488"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551880"	SRX3551880	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929934	"Mouse embryo cell EB_1489"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551881"	SRX3551881	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929935	"Mouse embryo cell EB_1490"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551882"	SRX3551882	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929936	"Mouse embryo cell EB_1491"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551883"	SRX3551883	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929937	"Mouse embryo cell EB_1492"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551884"	SRX3551884	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929938	"Mouse embryo cell EB_1493"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551885"	SRX3551885	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929939	"Mouse embryo cell EB_1494"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551886"	SRX3551886	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929940	"Mouse embryo cell EB_1495"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551887"	SRX3551887	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929941	"Mouse embryo cell EB_1496"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551888"	SRX3551888	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929942	"Mouse embryo cell EB_1497"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551889"	SRX3551889	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929943	"Mouse embryo cell EB_1498"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551890"	SRX3551890	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929944	"Mouse embryo cell EB_1500"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551891"	SRX3551891	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929945	"Mouse embryo cell EB_1499"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551892"	SRX3551892	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929946	"Mouse embryo cell EB_1501"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551893"	SRX3551893	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929947	"Mouse embryo cell EB_1502"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551894"	SRX3551894	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929948	"Mouse embryo cell EB_1503"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551895"	SRX3551895	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929949	"Mouse embryo cell EB_1504"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551896"	SRX3551896	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929950	"Mouse embryo cell EB_1505"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551897"	SRX3551897	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929951	"Mouse embryo cell EB_1506"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551898"	SRX3551898	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929952	"Mouse embryo cell EB_1507"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551899"	SRX3551899	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929953	"Mouse embryo cell EB_1509"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551900"	SRX3551900	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929954	"Mouse embryo cell EB_1508"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551901"	SRX3551901	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929955	"Mouse embryo cell EB_1511"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551902"	SRX3551902	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929956	"Mouse embryo cell EB_1510"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551903"	SRX3551903	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929957	"Mouse embryo cell EB_1512"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551904"	SRX3551904	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929958	"Mouse embryo cell EB_1513"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551905"	SRX3551905	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929959	"Mouse embryo cell EB_1514"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551906"	SRX3551906	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929960	"Mouse embryo cell EB_1515"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551907"	SRX3551907	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929961	"Mouse embryo cell EB_1516"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551908"	SRX3551908	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929962	"Mouse embryo cell EB_1517"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551909"	SRX3551909	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929963	"Mouse embryo cell EB_1518"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551910"	SRX3551910	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929964	"Mouse embryo cell EB_1519"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551911"	SRX3551911	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929965	"Mouse embryo cell EB_1521"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551912"	SRX3551912	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929966	"Mouse embryo cell EB_1520"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551913"	SRX3551913	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929967	"Mouse embryo cell EB_1522"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551914"	SRX3551914	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929968	"Mouse embryo cell EB_1523"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551915"	SRX3551915	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929969	"Mouse embryo cell EB_1524"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551916"	SRX3551916	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929970	"Mouse embryo cell EB_1525"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551917"	SRX3551917	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929971	"Mouse embryo cell EB_1526"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551918"	SRX3551918	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929972	"Mouse embryo cell EB_926"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551919"	SRX3551919	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929973	"Mouse embryo cell EB_928"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551920"	SRX3551920	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929974	"Mouse embryo cell EB_930"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551921"	SRX3551921	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929975	"Mouse embryo cell EB_931"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551922"	SRX3551922	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929976	"Mouse embryo cell EB_867"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551923"	SRX3551923	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929977	"Mouse embryo cell EB_868"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551924"	SRX3551924	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929978	"Mouse embryo cell EB_872"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551925"	SRX3551925	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929979	"Mouse embryo cell EB_875"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551926"	SRX3551926	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929980	"Mouse embryo cell EB_878"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551927"	SRX3551927	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929981	"Mouse embryo cell EB_880"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551928"	SRX3551928	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929982	"Mouse embryo cell EB_879"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551929"	SRX3551929	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929983	"Mouse embryo cell EB_873"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551930"	SRX3551930	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929984	"Mouse embryo cell EB_871"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551931"	SRX3551931	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929985	"Mouse embryo cell EB_881"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551932"	SRX3551932	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929986	"Mouse embryo cell EB_888"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551933"	SRX3551933	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929987	"Mouse embryo cell EB_869"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551934"	SRX3551934	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929988	"Mouse embryo cell EB_892"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551935"	SRX3551935	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929989	"Mouse embryo cell EB_895"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551936"	SRX3551936	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929990	"Mouse embryo cell EB_894"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551937"	SRX3551937	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929991	"Mouse embryo cell EB_897"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551938"	SRX3551938	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929992	"Mouse embryo cell EB_903"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551939"	SRX3551939	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929993	"Mouse embryo cell EB_898"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551940"	SRX3551940	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929994	"Mouse embryo cell EB_939"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551941"	SRX3551941	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929995	"Mouse embryo cell EB_942"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551942"	SRX3551942	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929996	"Mouse embryo cell EB_943"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551943"	SRX3551943	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929997	"Mouse embryo cell EB_944"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551944"	SRX3551944	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929998	"Mouse embryo cell EB_945"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551945"	SRX3551945	"Qiaolin Deng"	"Feb 04, 2019"
GSM2929999	"Mouse embryo cell EB_947"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551946"	SRX3551946	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930000	"Mouse embryo cell EB_950"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551947"	SRX3551947	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930001	"Mouse embryo cell EB_948"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551948"	SRX3551948	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930002	"Mouse embryo cell EB_949"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551949"	SRX3551949	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930003	"Mouse embryo cell EB_951"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551950"	SRX3551950	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930004	"Mouse embryo cell EB_953"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551951"	SRX3551951	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930005	"Mouse embryo cell EB_954"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551952"	SRX3551952	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930006	"Mouse embryo cell EB_955"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551953"	SRX3551953	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930007	"Mouse embryo cell EB_956"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551954"	SRX3551954	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930008	"Mouse embryo cell EB_959"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551955"	SRX3551955	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930009	"Mouse embryo cell EB_962"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551956"	SRX3551956	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930010	"Mouse embryo cell EB_963"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551957"	SRX3551957	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930011	"Mouse embryo cell EB_968"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551958"	SRX3551958	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930012	"Mouse embryo cell EB_965"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551959"	SRX3551959	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930013	"Mouse embryo cell EB_970"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551960"	SRX3551960	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930014	"Mouse embryo cell EB_969"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551961"	SRX3551961	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930015	"Mouse embryo cell EB_964"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551962"	SRX3551962	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930016	"Mouse embryo cell EB_974"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551963"	SRX3551963	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930017	"Mouse embryo cell EB_973"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551964"	SRX3551964	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930018	"Mouse embryo cell EB_976"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551965"	SRX3551965	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930019	"Mouse embryo cell EB_977"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551966"	SRX3551966	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930020	"Mouse embryo cell EB_978"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551967"	SRX3551967	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930021	"Mouse embryo cell EB_975"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551968"	SRX3551968	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930022	"Mouse embryo cell EB_980"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551969"	SRX3551969	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930023	"Mouse embryo cell EB_979"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551970"	SRX3551970	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930024	"Mouse embryo cell EB_983"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551971"	SRX3551971	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930025	"Mouse embryo cell EB_972"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551972"	SRX3551972	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930026	"Mouse embryo cell EB_984"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3551973"	SRX3551973	"Qiaolin Deng"	"Feb 04, 2019"
